Date,iRate_1D
5/29/90,0.00010205
5/30/90,0.000102173
5/31/90,0.000101928
6/1/90,0.00010107
6/4/90,0.000101315
6/5/90,0.000101315
6/6/90,0.000101315
6/7/90,0.000101315
6/8/90,0.000101315
6/11/90,0.000101683
6/12/90,0.000101683
6/13/90,0.000100948
6/14/90,0.000100825
6/15/90,0.000101193
6/18/90,0.000100948
6/19/90,0.000101806
6/20/90,0.000102173
6/21/90,0.000102173
6/22/90,0.000102295
6/25/90,0.000102418
6/26/90,0.000102663
6/27/90,0.000102418
6/28/90,0.000101806
6/29/90,0.000101806
7/2/90,0.000101806
7/3/90,0.000101315
7/5/90,0.000100825
7/6/90,0.000101928
7/9/90,0.00010254
7/10/90,0.000102663
7/11/90,0.000102418
7/12/90,0.00010107
7/13/90,9.99669E-05
7/16/90,0.00010009
7/17/90,0.000100212
7/18/90,9.93535E-05
7/19/90,9.92308E-05
7/20/90,9.92308E-05
7/23/90,9.84942E-05
7/24/90,9.9108E-05
7/25/90,9.94762E-05
7/26/90,9.97216E-05
7/27/90,9.89853E-05
7/30/90,9.8617E-05
7/31/90,9.8617E-05
8/1/90,9.77571E-05
8/2/90,9.788E-05
8/3/90,9.59129E-05
8/6/90,9.6159E-05
8/7/90,9.70198E-05
8/8/90,9.71427E-05
8/9/90,9.76343E-05
8/10/90,9.73885E-05
8/13/90,9.76343E-05
8/14/90,9.788E-05
8/15/90,9.81257E-05
8/16/90,9.84942E-05
8/17/90,9.83714E-05
8/20/90,9.89853E-05
8/21/90,9.97216E-05
8/22/90,9.99669E-05
8/23/90,9.92308E-05
8/24/90,9.8617E-05
8/27/90,9.9108E-05
8/28/90,9.84942E-05
8/29/90,9.83714E-05
8/30/90,9.81257E-05
8/31/90,9.72656E-05
9/4/90,9.73885E-05
9/5/90,9.70198E-05
9/6/90,9.71427E-05
9/7/90,9.72656E-05
9/10/90,9.788E-05
9/11/90,9.77571E-05
9/12/90,9.70198E-05
9/13/90,9.67739E-05
9/14/90,9.67739E-05
9/17/90,9.70198E-05
9/18/90,9.70198E-05
9/19/90,9.73885E-05
9/20/90,9.72656E-05
9/21/90,9.68969E-05
9/24/90,9.72656E-05
9/25/90,9.67739E-05
9/26/90,9.6528E-05
9/27/90,9.52976E-05
9/28/90,9.40661E-05
10/1/90,9.40661E-05
10/2/90,9.45588E-05
10/3/90,9.41893E-05
10/4/90,9.39429E-05
10/5/90,9.28334E-05
10/9/90,9.45588E-05
10/10/90,9.49283E-05
10/11/90,9.38197E-05
10/12/90,9.40661E-05
10/15/90,9.44357E-05
10/16/90,9.43125E-05
10/17/90,9.49283E-05
10/18/90,9.55438E-05
10/19/90,9.54207E-05
10/22/90,9.52976E-05
10/23/90,9.50514E-05
10/24/90,9.51745E-05
10/25/90,9.45588E-05
10/26/90,9.39429E-05
10/29/90,9.41893E-05
10/30/90,9.40661E-05
10/31/90,9.36964E-05
11/1/90,9.29568E-05
11/2/90,9.33266E-05
11/5/90,9.33266E-05
11/6/90,9.33266E-05
11/7/90,9.34499E-05
11/8/90,9.34499E-05
11/9/90,9.28334E-05
11/13/90,9.28334E-05
11/14/90,9.32034E-05
11/15/90,9.34499E-05
11/16/90,9.33266E-05
11/19/90,9.35732E-05
11/20/90,9.34499E-05
11/21/90,9.28334E-05
11/23/90,9.25868E-05
11/26/90,9.27101E-05
11/27/90,9.28334E-05
11/28/90,9.30801E-05
11/29/90,9.27101E-05
11/30/90,9.24635E-05
12/3/90,9.29568E-05
12/4/90,9.24635E-05
12/5/90,9.23401E-05
12/6/90,9.22167E-05
12/7/90,9.07353E-05
12/10/90,9.03647E-05
12/11/90,9.02411E-05
12/12/90,8.94996E-05
12/13/90,9.01176E-05
12/14/90,9.02411E-05
12/17/90,8.97468E-05
12/18/90,8.87575E-05
12/19/90,8.73962E-05
12/20/90,8.64052E-05
12/21/90,8.69008E-05
12/24/90,8.61573E-05
12/26/90,8.55374E-05
12/27/90,8.54134E-05
12/28/90,8.50413E-05
12/31/90,8.49172E-05
1/2/91,8.52894E-05
1/3/91,8.50413E-05
1/4/91,8.61573E-05
1/7/91,8.59094E-05
1/8/91,8.50413E-05
1/9/91,8.25579E-05
1/10/91,8.20608E-05
1/11/91,8.13146E-05
1/14/91,8.007E-05
1/15/91,7.99455E-05
1/16/91,7.98209E-05
1/17/91,8.08169E-05
1/18/91,8.007E-05
1/22/91,8.007E-05
1/23/91,8.10658E-05
1/24/91,8.09414E-05
1/25/91,8.1439E-05
1/28/91,8.25579E-05
1/29/91,8.21851E-05
1/30/91,8.19365E-05
1/31/91,8.16877E-05
2/1/91,7.91981E-05
2/4/91,7.89489E-05
2/5/91,7.89489E-05
2/6/91,7.80762E-05
2/7/91,7.84503E-05
2/8/91,7.8201E-05
2/11/91,7.77021E-05
2/12/91,7.73278E-05
2/13/91,7.74525E-05
2/14/91,7.73278E-05
2/15/91,7.80762E-05
2/19/91,7.86996E-05
2/20/91,7.84503E-05
2/21/91,7.8201E-05
2/22/91,7.85749E-05
2/25/91,7.90735E-05
2/26/91,7.98209E-05
2/27/91,7.96964E-05
2/28/91,7.98209E-05
3/1/91,8.04435E-05
3/4/91,8.007E-05
3/5/91,8.01945E-05
3/6/91,8.05679E-05
3/7/91,8.04435E-05
3/8/91,7.90735E-05
3/11/91,7.80762E-05
3/12/91,7.77021E-05
3/13/91,7.73278E-05
3/14/91,7.63293E-05
3/15/91,7.68287E-05
3/18/91,7.74525E-05
3/19/91,7.80762E-05
3/20/91,7.79515E-05
3/21/91,7.78269E-05
3/22/91,7.78269E-05
3/25/91,7.79515E-05
3/26/91,7.77021E-05
3/27/91,7.69534E-05
3/28/91,7.60795E-05
4/1/91,7.63293E-05
4/2/91,7.64541E-05
4/3/91,7.64541E-05
4/4/91,7.60795E-05
4/5/91,7.57048E-05
4/8/91,7.4955E-05
4/9/91,7.44549E-05
4/10/91,7.44549E-05
4/11/91,7.38295E-05
4/12/91,7.30787E-05
4/15/91,7.42048E-05
4/16/91,7.44549E-05
4/17/91,7.37044E-05
4/18/91,7.508E-05
4/19/91,7.62044E-05
4/22/91,7.54549E-05
4/23/91,7.57048E-05
4/24/91,7.508E-05
4/25/91,7.43299E-05
4/26/91,7.44549E-05
4/29/91,7.42048E-05
4/30/91,7.30787E-05
5/1/91,7.34541E-05
5/2/91,7.24527E-05
5/3/91,7.25779E-05
5/6/91,7.25779E-05
5/7/91,7.29535E-05
5/8/91,7.29535E-05
5/9/91,7.27031E-05
5/10/91,7.27031E-05
5/13/91,7.27031E-05
5/14/91,7.28283E-05
5/15/91,7.23274E-05
5/16/91,7.17011E-05
5/17/91,7.17011E-05
5/20/91,7.24527E-05
5/21/91,7.29535E-05
5/22/91,7.24527E-05
5/23/91,7.17011E-05
5/24/91,7.17011E-05
5/28/91,7.19516E-05
5/29/91,7.23274E-05
5/30/91,7.23274E-05
5/31/91,7.34541E-05
6/3/91,7.44549E-05
6/4/91,7.38295E-05
6/5/91,7.40797E-05
6/6/91,7.38295E-05
6/7/91,7.38295E-05
6/10/91,7.42048E-05
6/11/91,7.38295E-05
6/12/91,7.37044E-05
6/13/91,7.40797E-05
6/14/91,7.42048E-05
6/17/91,7.43299E-05
6/18/91,7.45799E-05
6/19/91,7.38295E-05
6/20/91,7.38295E-05
6/21/91,7.39546E-05
6/24/91,7.39546E-05
6/25/91,7.39546E-05
6/26/91,7.37044E-05
6/27/91,7.37044E-05
6/28/91,7.34541E-05
7/1/91,7.40797E-05
7/2/91,7.39546E-05
7/3/91,7.37044E-05
7/5/91,7.40797E-05
7/8/91,7.39546E-05
7/9/91,7.40797E-05
7/10/91,7.39546E-05
7/11/91,7.38295E-05
7/12/91,7.35793E-05
7/15/91,7.39546E-05
7/16/91,7.40797E-05
7/17/91,7.44549E-05
7/18/91,7.42048E-05
7/19/91,7.40797E-05
7/22/91,7.40797E-05
7/23/91,7.40797E-05
7/24/91,7.39546E-05
7/25/91,7.40797E-05
7/26/91,7.40797E-05
7/29/91,7.39546E-05
7/30/91,7.37044E-05
7/31/91,7.33291E-05
8/1/91,7.35793E-05
8/2/91,7.24527E-05
8/5/91,7.30787E-05
8/6/91,7.18263E-05
8/7/91,7.14504E-05
8/8/91,7.13251E-05
8/9/91,7.05728E-05
8/12/91,7.05728E-05
8/13/91,7.01966E-05
8/14/91,7.01966E-05
8/15/91,7.03219E-05
8/16/91,6.98201E-05
8/19/91,6.79366E-05
8/20/91,6.78109E-05
8/21/91,7.0071E-05
8/22/91,7.04474E-05
8/23/91,7.15757E-05
8/26/91,7.18263E-05
8/27/91,7.14504E-05
8/28/91,7.03219E-05
8/29/91,6.99456E-05
8/30/91,7.06982E-05
9/3/91,7.0949E-05
9/4/91,7.06982E-05
9/5/91,7.05728E-05
9/6/91,7.01966E-05
9/9/91,7.0071E-05
9/10/91,6.95692E-05
9/11/91,6.98201E-05
9/12/91,6.93181E-05
9/13/91,6.84391E-05
9/16/91,6.88159E-05
9/17/91,6.89415E-05
9/18/91,6.88159E-05
9/19/91,6.9067E-05
9/20/91,6.89415E-05
9/23/91,6.91926E-05
9/24/91,6.86903E-05
9/25/91,6.86903E-05
9/26/91,6.80622E-05
9/27/91,6.80622E-05
9/30/91,6.78109E-05
10/1/91,6.76852E-05
10/2/91,6.75595E-05
10/3/91,6.69309E-05
10/4/91,6.66794E-05
10/7/91,6.68052E-05
10/8/91,6.66794E-05
10/9/91,6.65536E-05
10/10/91,6.68052E-05
10/11/91,6.6302E-05
10/15/91,6.61762E-05
10/16/91,6.60503E-05
10/17/91,6.68052E-05
10/18/91,6.68052E-05
10/21/91,6.69309E-05
10/22/91,6.71824E-05
10/23/91,6.69309E-05
10/24/91,6.60503E-05
10/25/91,6.59245E-05
10/28/91,6.56727E-05
10/29/91,6.49173E-05
10/30/91,6.42874E-05
10/31/91,6.40353E-05
11/1/91,6.31528E-05
11/4/91,6.30267E-05
11/5/91,6.32789E-05
11/6/91,6.15123E-05
11/7/91,6.15123E-05
11/8/91,6.1386E-05
11/12/91,6.16385E-05
11/13/91,6.15123E-05
11/14/91,6.15123E-05
11/15/91,6.10071E-05
11/18/91,6.08807E-05
11/19/91,6.02489E-05
11/20/91,5.97433E-05
11/21/91,5.89844E-05
11/22/91,5.88579E-05
11/25/91,5.88579E-05
11/26/91,5.84782E-05
11/27/91,5.83517E-05
11/29/91,5.78453E-05
12/2/91,5.83517E-05
12/3/91,5.79719E-05
12/4/91,5.73386E-05
12/5/91,5.73386E-05
12/6/91,5.64517E-05
12/9/91,5.54373E-05
12/10/91,5.59446E-05
12/11/91,5.51836E-05
12/12/91,5.51836E-05
12/13/91,5.51836E-05
12/16/91,5.50566E-05
12/17/91,5.46759E-05
12/18/91,5.48028E-05
12/19/91,5.37871E-05
12/20/91,4.98439E-05
12/23/91,5.02261E-05
12/24/91,5.07354E-05
12/26/91,5.08626E-05
12/27/91,5.13717E-05
12/30/91,5.1499E-05
12/31/91,5.13717E-05
1/2/92,5.13717E-05
1/3/92,5.12444E-05
1/6/92,5.08626E-05
1/7/92,4.99713E-05
1/8/92,4.95891E-05
1/9/92,5.02261E-05
1/10/92,5.08626E-05
1/13/92,5.08626E-05
1/14/92,5.08626E-05
1/15/92,5.11172E-05
1/16/92,5.04807E-05
1/17/92,5.04807E-05
1/21/92,5.00987E-05
1/22/92,4.99713E-05
1/23/92,5.02261E-05
1/24/92,5.07354E-05
1/27/92,5.09899E-05
1/28/92,5.09899E-05
1/29/92,5.13717E-05
1/30/92,5.09899E-05
1/31/92,5.11172E-05
2/3/92,5.13717E-05
2/4/92,5.11172E-05
2/5/92,5.11172E-05
2/6/92,5.07354E-05
2/7/92,4.98439E-05
2/10/92,4.97165E-05
2/11/92,4.99713E-05
2/12/92,4.99713E-05
2/13/92,5.04807E-05
2/14/92,5.04807E-05
2/18/92,5.09899E-05
2/19/92,5.12444E-05
2/20/92,5.16262E-05
2/21/92,5.22621E-05
2/24/92,5.27707E-05
2/25/92,5.27707E-05
2/26/92,5.25164E-05
2/27/92,5.23893E-05
2/28/92,5.22621E-05
3/2/92,5.36601E-05
3/3/92,5.36601E-05
3/4/92,5.35331E-05
3/5/92,5.36601E-05
3/6/92,5.36601E-05
3/9/92,5.31519E-05
3/10/92,5.3279E-05
3/11/92,5.3279E-05
3/12/92,5.34061E-05
3/13/92,5.39141E-05
3/16/92,5.41681E-05
3/17/92,5.39141E-05
3/18/92,5.37871E-05
3/19/92,5.37871E-05
3/20/92,5.39141E-05
3/23/92,5.40412E-05
3/24/92,5.37871E-05
3/25/92,5.3279E-05
3/26/92,5.3279E-05
3/27/92,5.3279E-05
3/30/92,5.39141E-05
3/31/92,5.37871E-05
4/1/92,5.3279E-05
4/2/92,5.34061E-05
4/3/92,5.26436E-05
4/6/92,5.22621E-05
4/7/92,5.13717E-05
4/8/92,5.13717E-05
4/9/92,4.86969E-05
4/10/92,4.85694E-05
4/13/92,4.80592E-05
4/14/92,4.80592E-05
4/15/92,4.80592E-05
4/16/92,4.84419E-05
4/20/92,4.92068E-05
4/21/92,4.89519E-05
4/22/92,4.89519E-05
4/23/92,4.88244E-05
4/24/92,4.88244E-05
4/27/92,4.95891E-05
4/28/92,4.93342E-05
4/29/92,4.93342E-05
4/30/92,4.92068E-05
5/1/92,4.83144E-05
5/4/92,4.81868E-05
5/5/92,4.83144E-05
5/6/92,4.80592E-05
5/7/92,4.81868E-05
5/8/92,4.83144E-05
5/11/92,4.85694E-05
5/12/92,4.80592E-05
5/13/92,4.76765E-05
5/14/92,4.74213E-05
5/15/92,4.75489E-05
5/18/92,4.79317E-05
5/19/92,4.70384E-05
5/20/92,4.74213E-05
5/21/92,4.88244E-05
5/22/92,4.89519E-05
5/26/92,4.98439E-05
5/27/92,4.92068E-05
5/28/92,4.89519E-05
5/29/92,4.92068E-05
6/1/92,4.95891E-05
6/2/92,4.97165E-05
6/3/92,4.93342E-05
6/4/92,4.90794E-05
6/5/92,4.89519E-05
6/8/92,4.90794E-05
6/9/92,4.89519E-05
6/10/92,4.89519E-05
6/11/92,4.86969E-05
6/12/92,4.86969E-05
6/15/92,4.86969E-05
6/16/92,4.83144E-05
6/17/92,4.80592E-05
6/18/92,4.79317E-05
6/19/92,4.85694E-05
6/22/92,4.86969E-05
6/23/92,4.89519E-05
6/24/92,4.83144E-05
6/25/92,4.81868E-05
6/26/92,4.81868E-05
6/29/92,4.75489E-05
6/30/92,4.74213E-05
7/1/92,4.71661E-05
7/2/92,4.3075E-05
7/6/92,4.28189E-05
7/7/92,4.26908E-05
7/8/92,4.28189E-05
7/9/92,4.26908E-05
7/10/92,4.28189E-05
7/13/92,4.28189E-05
7/14/92,4.26908E-05
7/15/92,4.23065E-05
7/16/92,4.21784E-05
7/17/92,4.20502E-05
7/20/92,4.24346E-05
7/21/92,4.24346E-05
7/22/92,4.21784E-05
7/23/92,4.20502E-05
7/24/92,4.20502E-05
7/27/92,4.24346E-05
7/28/92,4.24346E-05
7/29/92,4.23065E-05
7/30/92,4.23065E-05
7/31/92,4.23065E-05
8/3/92,4.23065E-05
8/4/92,4.21784E-05
8/5/92,4.21784E-05
8/6/92,4.20502E-05
8/7/92,4.17939E-05
8/10/92,4.16657E-05
8/11/92,4.16657E-05
8/12/92,4.15375E-05
8/13/92,4.1153E-05
8/14/92,4.07682E-05
8/17/92,4.1153E-05
8/18/92,4.08965E-05
8/19/92,4.10247E-05
8/20/92,4.10247E-05
8/21/92,4.08965E-05
8/24/92,4.20502E-05
8/25/92,4.21784E-05
8/26/92,4.20502E-05
8/27/92,4.20502E-05
8/28/92,4.20502E-05
8/31/92,4.20502E-05
9/1/92,4.19221E-05
9/2/92,4.17939E-05
9/3/92,4.17939E-05
9/4/92,3.88428E-05
9/8/92,3.85859E-05
9/9/92,3.87143E-05
9/10/92,3.87143E-05
9/11/92,3.88428E-05
9/14/92,3.84574E-05
9/15/92,3.88428E-05
9/16/92,3.85859E-05
9/17/92,3.83289E-05
9/18/92,3.83289E-05
9/21/92,3.87143E-05
9/22/92,3.88428E-05
9/23/92,3.88428E-05
9/24/92,3.84574E-05
9/25/92,3.73005E-05
9/28/92,3.64E-05
9/29/92,3.64E-05
9/30/92,3.58851E-05
10/1/92,3.48548E-05
10/2/92,3.51125E-05
10/5/92,3.58851E-05
10/6/92,3.64E-05
10/7/92,3.76863E-05
10/8/92,3.71719E-05
10/9/92,3.76863E-05
10/13/92,3.84574E-05
10/14/92,3.89713E-05
10/15/92,3.88428E-05
10/16/92,3.87143E-05
10/19/92,3.96134E-05
10/20/92,4.0255E-05
10/21/92,3.89713E-05
10/22/92,3.88428E-05
10/23/92,3.90997E-05
10/26/92,3.93565E-05
10/27/92,3.90997E-05
10/28/92,3.90997E-05
10/29/92,3.93565E-05
10/30/92,3.94849E-05
11/2/92,4.01267E-05
11/3/92,4.03834E-05
11/4/92,4.0255E-05
11/5/92,4.01267E-05
11/6/92,4.07682E-05
11/9/92,4.12812E-05
11/10/92,4.10247E-05
11/12/92,4.07682E-05
11/13/92,4.10247E-05
11/16/92,4.19221E-05
11/17/92,4.21784E-05
11/18/92,4.19221E-05
11/19/92,4.19221E-05
11/20/92,4.26908E-05
11/23/92,4.34591E-05
11/24/92,4.28189E-05
11/25/92,4.3075E-05
11/27/92,4.33311E-05
11/30/92,4.39709E-05
12/1/92,4.42269E-05
12/2/92,4.44827E-05
12/3/92,4.3843E-05
12/4/92,4.3203E-05
12/7/92,4.35871E-05
12/8/92,4.33311E-05
12/9/92,4.29469E-05
12/10/92,4.28189E-05
12/11/92,4.3203E-05
12/14/92,4.33311E-05
12/15/92,4.28189E-05
12/16/92,4.26908E-05
12/17/92,4.25627E-05
12/18/92,4.20502E-05
12/21/92,4.23065E-05
12/22/92,4.25627E-05
12/23/92,4.23065E-05
12/24/92,4.20502E-05
12/28/92,4.29469E-05
12/29/92,4.25627E-05
12/30/92,4.15375E-05
12/31/92,4.10247E-05
1/4/93,4.15375E-05
1/5/93,4.14094E-05
1/6/93,4.12812E-05
1/7/93,4.15375E-05
1/8/93,4.07682E-05
1/11/93,4.06399E-05
1/12/93,4.0255E-05
1/13/93,3.987E-05
1/14/93,3.96134E-05
1/15/93,3.90997E-05
1/19/93,4.03834E-05
1/20/93,4.01267E-05
1/21/93,3.97417E-05
1/22/93,3.94849E-05
1/25/93,3.93565E-05
1/26/93,3.92282E-05
1/27/93,3.87143E-05
1/28/93,3.85859E-05
1/29/93,3.85859E-05
2/1/93,3.92282E-05
2/2/93,3.93565E-05
2/3/93,3.89713E-05
2/4/93,3.85859E-05
2/5/93,3.85859E-05
2/8/93,3.90997E-05
2/9/93,3.89713E-05
2/10/93,3.90997E-05
2/11/93,3.88428E-05
2/12/93,3.89713E-05
2/16/93,3.90997E-05
2/17/93,3.87143E-05
2/18/93,3.84574E-05
2/19/93,3.89713E-05
2/22/93,3.92282E-05
2/23/93,3.90997E-05
2/24/93,3.93565E-05
2/25/93,3.92282E-05
2/26/93,3.92282E-05
3/1/93,3.94849E-05
3/2/93,3.94849E-05
3/3/93,3.90997E-05
3/4/93,3.87143E-05
3/5/93,3.99984E-05
3/8/93,3.97417E-05
3/9/93,3.97417E-05
3/10/93,3.96134E-05
3/11/93,3.94849E-05
3/12/93,3.96134E-05
3/15/93,3.987E-05
3/16/93,3.96134E-05
3/17/93,3.96134E-05
3/18/93,3.92282E-05
3/19/93,3.94849E-05
3/22/93,3.89713E-05
3/23/93,3.88428E-05
3/24/93,3.88428E-05
3/25/93,3.87143E-05
3/26/93,3.90997E-05
3/29/93,3.90997E-05
3/30/93,3.87143E-05
3/31/93,3.84574E-05
4/1/93,3.85859E-05
4/2/93,3.87143E-05
4/5/93,3.87143E-05
4/6/93,3.88428E-05
4/7/93,3.88428E-05
4/8/93,3.85859E-05
4/12/93,3.83289E-05
4/13/93,3.79433E-05
4/14/93,3.75577E-05
4/15/93,3.78148E-05
4/16/93,3.78148E-05
4/19/93,3.74291E-05
4/20/93,3.71719E-05
4/21/93,3.73005E-05
4/22/93,3.75577E-05
4/23/93,3.78148E-05
4/26/93,3.84574E-05
4/27/93,3.87143E-05
4/28/93,3.88428E-05
4/29/93,3.85859E-05
4/30/93,3.87143E-05
5/3/93,3.82004E-05
5/4/93,3.82004E-05
5/5/93,3.84574E-05
5/6/93,3.80719E-05
5/7/93,3.82004E-05
5/10/93,3.84574E-05
5/11/93,3.84574E-05
5/12/93,3.85859E-05
5/13/93,3.89713E-05
5/14/93,3.94849E-05
5/17/93,4.01267E-05
5/18/93,4.01267E-05
5/19/93,3.94849E-05
5/20/93,3.94849E-05
5/21/93,3.99984E-05
5/24/93,4.10247E-05
5/25/93,4.08965E-05
5/26/93,4.06399E-05
5/27/93,4.07682E-05
5/28/93,4.07682E-05
6/1/93,4.08965E-05
6/2/93,4.08965E-05
6/3/93,4.03834E-05
6/4/93,4.14094E-05
6/7/93,4.16657E-05
6/8/93,4.16657E-05
6/9/93,4.14094E-05
6/10/93,4.14094E-05
6/11/93,4.06399E-05
6/14/93,4.07682E-05
6/15/93,4.06399E-05
6/16/93,4.05117E-05
6/17/93,4.03834E-05
6/18/93,4.07682E-05
6/21/93,4.12812E-05
6/22/93,4.1153E-05
6/23/93,4.15375E-05
6/24/93,4.12812E-05
6/25/93,4.10247E-05
6/28/93,4.05117E-05
6/29/93,4.03834E-05
6/30/93,4.03834E-05
7/1/93,3.987E-05
7/2/93,3.93565E-05
7/6/93,4.06399E-05
7/7/93,4.05117E-05
7/8/93,4.0255E-05
7/9/93,4.0255E-05
7/12/93,4.03834E-05
7/13/93,4.05117E-05
7/14/93,4.01267E-05
7/15/93,4.01267E-05
7/16/93,4.01267E-05
7/19/93,4.06399E-05
7/20/93,4.07682E-05
7/21/93,4.08965E-05
7/22/93,4.1153E-05
7/23/93,4.1153E-05
7/26/93,4.12812E-05
7/27/93,4.12812E-05
7/28/93,4.10247E-05
7/29/93,4.0255E-05
7/30/93,4.03834E-05
8/2/93,4.12812E-05
8/3/93,4.10247E-05
8/4/93,4.10247E-05
8/5/93,4.06399E-05
8/6/93,4.05117E-05
8/9/93,4.05117E-05
8/10/93,4.03834E-05
8/11/93,4.0255E-05
8/12/93,4.01267E-05
8/13/93,4.0255E-05
8/16/93,4.03834E-05
8/17/93,4.01267E-05
8/18/93,3.97417E-05
8/19/93,3.97417E-05
8/20/93,3.987E-05
8/23/93,4.01267E-05
8/24/93,3.97417E-05
8/25/93,3.96134E-05
8/26/93,3.987E-05
8/27/93,4.0255E-05
8/30/93,4.01267E-05
8/31/93,4.01267E-05
9/1/93,4.01267E-05
9/2/93,3.97417E-05
9/3/93,3.90997E-05
9/7/93,3.92282E-05
9/8/93,3.93565E-05
9/9/93,3.96134E-05
9/10/93,3.93565E-05
9/13/93,3.96134E-05
9/14/93,3.97417E-05
9/15/93,3.93565E-05
9/16/93,3.92282E-05
9/17/93,3.92282E-05
9/20/93,3.90997E-05
9/21/93,3.88428E-05
9/22/93,3.88428E-05
9/23/93,3.89713E-05
9/24/93,3.89713E-05
9/27/93,3.85859E-05
9/28/93,3.85859E-05
9/29/93,3.89713E-05
9/30/93,3.88428E-05
10/1/93,3.88428E-05
10/4/93,3.93565E-05
10/5/93,3.987E-05
10/6/93,3.96134E-05
10/7/93,3.97417E-05
10/8/93,3.97417E-05
10/12/93,4.06399E-05
10/13/93,4.03834E-05
10/14/93,4.01267E-05
10/15/93,4.01267E-05
10/18/93,4.07682E-05
10/19/93,4.07682E-05
10/20/93,4.05117E-05
10/21/93,4.06399E-05
10/22/93,4.05117E-05
10/25/93,4.08965E-05
10/26/93,4.1153E-05
10/27/93,4.10247E-05
10/28/93,4.05117E-05
10/29/93,4.03834E-05
11/1/93,4.14094E-05
11/2/93,4.15375E-05
11/3/93,4.1153E-05
11/4/93,4.10247E-05
11/5/93,4.07682E-05
11/8/93,4.12812E-05
11/9/93,4.14094E-05
11/10/93,4.15375E-05
11/12/93,4.14094E-05
11/15/93,4.14094E-05
11/16/93,4.1153E-05
11/17/93,4.1153E-05
11/18/93,4.14094E-05
11/19/93,4.16657E-05
11/22/93,4.17939E-05
11/23/93,4.15375E-05
11/24/93,4.15375E-05
11/26/93,4.14094E-05
11/29/93,4.16657E-05
11/30/93,4.17939E-05
12/1/93,4.15375E-05
12/2/93,4.14094E-05
12/3/93,4.14094E-05
12/6/93,4.14094E-05
12/7/93,4.1153E-05
12/8/93,4.10247E-05
12/9/93,4.07682E-05
12/10/93,4.06399E-05
12/13/93,4.06399E-05
12/14/93,4.05117E-05
12/15/93,4.03834E-05
12/16/93,4.03834E-05
12/17/93,4.0255E-05
12/20/93,4.10247E-05
12/21/93,4.08965E-05
12/22/93,4.07682E-05
12/23/93,4.07682E-05
12/27/93,4.07682E-05
12/28/93,4.07682E-05
12/29/93,4.01267E-05
12/30/93,3.96134E-05
12/31/93,3.99984E-05
1/3/94,4.1153E-05
1/4/94,4.10247E-05
1/5/94,4.08965E-05
1/6/94,4.06399E-05
1/7/94,3.99984E-05
1/10/94,3.987E-05
1/11/94,3.96134E-05
1/12/94,3.93565E-05
1/13/94,3.92282E-05
1/14/94,3.94849E-05
1/18/94,3.96134E-05
1/19/94,3.94849E-05
1/20/94,3.92282E-05
1/21/94,3.92282E-05
1/24/94,3.92282E-05
1/25/94,3.89713E-05
1/26/94,3.88428E-05
1/27/94,3.88428E-05
1/28/94,3.89713E-05
1/31/94,3.97417E-05
2/1/94,4.03834E-05
2/2/94,4.07682E-05
2/3/94,4.16657E-05
2/4/94,4.29469E-05
2/7/94,4.3075E-05
2/8/94,4.3203E-05
2/9/94,4.3203E-05
2/10/94,4.33311E-05
2/11/94,4.33311E-05
2/14/94,4.34591E-05
2/15/94,4.34591E-05
2/16/94,4.34591E-05
2/17/94,4.35871E-05
2/18/94,4.3715E-05
2/22/94,4.42269E-05
2/23/94,4.49943E-05
2/24/94,4.47385E-05
2/25/94,4.47385E-05
2/28/94,4.51221E-05
3/1/94,4.65277E-05
3/2/94,4.61444E-05
3/3/94,4.62722E-05
3/4/94,4.70384E-05
3/7/94,4.69107E-05
3/8/94,4.71661E-05
3/9/94,4.69107E-05
3/10/94,4.63999E-05
3/11/94,4.65277E-05
3/14/94,4.75489E-05
3/15/94,4.75489E-05
3/16/94,4.69107E-05
3/17/94,4.61444E-05
3/18/94,4.63999E-05
3/21/94,4.80592E-05
3/22/94,4.6783E-05
3/23/94,4.60167E-05
3/24/94,4.58889E-05
3/25/94,4.63999E-05
3/28/94,4.63999E-05
3/29/94,4.66553E-05
3/30/94,4.63999E-05
3/31/94,4.62722E-05
4/4/94,4.95891E-05
4/5/94,4.86969E-05
4/6/94,4.76765E-05
4/7/94,4.69107E-05
4/8/94,4.74213E-05
4/11/94,4.78041E-05
4/12/94,4.72936E-05
4/13/94,4.72936E-05
4/14/94,4.75489E-05
4/15/94,4.78041E-05
4/18/94,4.98439E-05
4/19/94,4.97165E-05
4/20/94,4.97165E-05
4/21/94,4.97165E-05
4/22/94,4.98439E-05
4/25/94,5.11172E-05
4/26/94,5.1499E-05
4/28/94,5.16262E-05
4/29/94,5.1499E-05
5/2/94,5.31519E-05
5/3/94,5.34061E-05
5/4/94,5.37871E-05
5/5/94,5.35331E-05
5/6/94,5.56909E-05
5/9/94,5.74653E-05
5/10/94,5.63249E-05
5/11/94,5.59446E-05
5/12/94,5.49297E-05
5/13/94,5.49297E-05
5/16/94,5.58178E-05
5/17/94,5.56909E-05
5/18/94,5.55641E-05
5/19/94,5.49297E-05
5/20/94,5.51836E-05
5/23/94,5.63249E-05
5/24/94,5.59446E-05
5/25/94,5.54373E-05
5/26/94,5.53104E-05
5/27/94,5.56909E-05
5/31/94,5.58178E-05
6/1/94,5.54373E-05
6/2/94,5.49297E-05
6/3/94,5.48028E-05
